probe chr TSS NAME strand
5168 8 120685693 ENPP2 -
5169 6 131949582 ENPP3 +
22875 6 46097730 ENPP4 +
59084 6 46138708 ENPP5 -
133121 4 185142383 ENPP6 -
339221 17 77704681 ENPP7 +
2029 1 150602088 ENSA -
150350 22 40289868 ENTHD1 -
146705 17 79212891 ENTHD2 -
953 10 97471536 ENTPD1 +
954 9 139948497 ENTPD2 -
956 3 40428647 ENTPD3 +
9583 8 23315208 ENTPD4 -
957 14 74486102 ENTPD5 -
955 20 25176329 ENTPD6 +
57089 10 101419263 ENTPD7 +
377841 9 140336268 ENTPD8 -
56943 8 110346553 ENY2 +
285203 3 69063112 EOGT -
8320 3 27764206 EOMES -
2033 22 41487790 EP300 +
57634 12 132434508 EP400 +
2034 2 46520806 EPAS1 +
2035 1 29213603 EPB41 +
2036 20 34679426 EPB41L1 +
2037 6 131384462 EPB41L2 -
23136 18 5630699 EPB41L3 -
64097 5 111755013 EPB41L4A -
54566 9 112083244 EPB41L4B -
57669 2 120770581 EPB41L5 +
2038 15 43513481 EPB42 -
80314 10 32667726 EPC1 -
26122 2 149402009 EPC2 +
4072 2 47572297 EPCAM +
54749 7 37723446 EPDR1 +
57724 18 43547240 EPG5 -
255324 4 75174190 EPGN +
2041 7 143105985 EPHA1 -
284656 1 38230805 EPHA10 -
1969 1 16482582 EPHA2 -
2042 3 89156674 EPHA3 +
2043 2 222438922 EPHA4 -
2044 4 66536213 EPHA5 -
285220 3 96533425 EPHA6 +
2045 6 94129265 EPHA7 -
2046 1 22890057 EPHA8 +
2047 3 134316643 EPHB1 +
2048 1 23037332 EPHB2 +
2049 3 184279572 EPHB3 +
2050 7 100425121 EPHB4 -
2051 7 142552792 EPHB6 +
2052 1 225997794 EPHX1 +
2053 8 27348296 EPHX2 +
79852 19 15344246 EPHX3 -
253152 1 92495539 EPHX4 +
7957 6 146057160 EPM2A -
9852 3 37034795 EPM2AIP1 -
29924 19 56186592 EPN1 +
22905 17 19118928 EPN2 +
55040 17 48609904 EPN3 +
2056 7 100318423 EPO +
2057 19 11495018 EPOR -
57119 20 44176391 EPPIN -
83481 8 144952632 EPPK1 -
2058 1 220220000 EPRS -
2060 1 51985000 EPS15 -
58513 19 16582896 EPS15L1 -
2059 12 16035263 EPS8 -
54869 19 55583388 EPS8L1 +
64787 11 694438 EPS8L2 +
79574 1 110306649 EPS8L3 -
94240 13 43566407 EPSTI1 -
85465 2 26531415 EPT1 +
8288 17 56270098 EPX +
1833 12 91398803 EPYC -
54586 9 27297137 EQTN -
26284 17 27181956 ERAL1 +
51752 5 96143803 ERAP1 -
64167 5 96211643 ERAP2 +
2064 17 37844167 ERBB2 +
55914 5 65222303 ERBB2IP +
2065 12 56473641 ERBB3 +
2066 2 213403565 ERBB4 -
23085 12 1099675 ERC1 +
26059 3 56502391 ERC2 -
2067 19 45982086 ERCC1 -
2068 19 45874176 ERCC2 -
2071 2 128051752 ERCC3 -
2072 16 14014014 ERCC4 +
2073 13 103497194 ERCC5 +
2074 10 50747584 ERCC6 -
375748 9 98637983 ERCC6L2 +
1161 5 60240900 ERCC8 -
2069 4 75230860 EREG +
2077 19 42759309 ERF -
2078 21 40033704 ERG -
57222 5 172261278 ERGIC1 +
51290 12 29534122 ERGIC2 -
51614 20 34129770 ERGIC3 +
2079 14 69865344 ERH -
90459 8 8859657 ERI1 +
112479 16 20911671 ERI2 -
79033 1 44820932 ERI3 -
157697 8 688106 ERICH1 -
285141 2 171640296 ERICH2 +
27248 2 54014181 ERLEC1 +
10613 10 101948091 ERLIN1 -
11160 8 37594117 ERLIN2 +
114625 1 43282795 ERMAP +
55780 6 170151718 ERMARD +
57471 2 158184225 ERMN -
79956 9 5833117 ERMP1 -
2081 17 62208179 ERN1 -
10595 16 23724821 ERN2 -
30001 14 53162618 ERO1L -
56605 1 236445319 ERO1LB -
121506 12 15092016 ERP27 -
10961 12 112451120 ERP29 +
23071 9 102861322 ERP44 -
54206 1 8086368 ERRFI1 -
2086 7 64467121 ERV3-1 -
405754 6 11111965 ERVFRD-1 -
147664 19 53517174 ERVV-1 +
100271846 19 53547991 ERVV-2 +
30816 7 92107300 ERVW-1 -
90952 11 124632186 ESAM -
114799 18 19180845 ESCO1 -
157570 8 27629466 ESCO2 +
2098 13 47371367 ESD -
51575 20 13765532 ESF1 -
11082 5 54318499 ESM1 -
9700 12 53662083 ESPL1 +
83715 1 6484848 ESPN +
339768 2 239008798 ESPNL +
2099 6 151977826 ESR1 +
2100 14 64804830 ESR2 -
54845 8 95653302 ESRP1 +
80004 16 68272005 ESRP2 -
2101 11 64073044 ESRRA +
2103 14 76776957 ESRRB +
2104 1 217311097 ESRRG -
23344 12 56512034 ESYT1 +
57488 7 158622944 ESYT2 -
83850 3 138153428 ESYT3 +
54465 2 67624451 ETAA1 +
2107 5 137878989 ETF1 -
2108 15 76603813 ETFA -
2109 19 51869672 ETFB -
2110 4 159593277 ETFDH +
23474 19 44031396 ETHE1 -
55500 12 22778009 ETNK1 +
55224 1 204121307 ETNK2 -
64850 4 109684210 ETNPPL -
2113 11 128457453 ETS1 -
2114 21 40177231 ETS2 +
2115 7 14031050 ETV1 -
2116 19 36132647 ETV2 +
2117 1 157108266 ETV3 -
440695 1 157069600 ETV3L -
2118 17 41656988 ETV4 -
2119 3 185828107 ETV5 -
2120 12 11802788 ETV6 +
51513 6 36356164 ETV7 -
84141 2 75796848 EVA1A -
55194 1 36789755 EVA1B -
59271 21 33784314 EVA1C +
2121 4 5712924 EVC +
132884 4 5711275 EVC2 -
2123 17 29648902 EVI2A -
2124 17 29641130 EVI2B -
7813 1 93257961 EVI5 -
115704 19 7895119 EVI5L +
51466 14 100437786 EVL +
2125 17 74023533 EVPL -
645027 17 18280976 EVPLL +
2128 7 27282164 EVX1 +
344191 2 176948641 EVX2 -
2130 22 29663998 EWSR1 +
161829 15 41522941 EXD1 -
55218 14 69658228 EXD2 +
54932 9 140317714 EXD3 -
9156 1 242011269 EXO1 +
64789 1 40974413 EXO5 +
55763 4 56719782 EXOC1 +
55770 6 693117 EXOC2 -
11336 5 443273 EXOC3 +
283849 16 67224107 EXOC3L1 -
90332 19 45737469 EXOC3L2 -
91828 14 103566481 EXOC3L4 +
60412 7 132937829 EXOC4 +
10640 14 57735726 EXOC5 -
54536 10 94590935 EXOC6 +
23233 2 73053170 EXOC6B -
23265 17 74117657 EXOC7 -
149371 1 231473598 EXOC8 -
9941 3 38537618 EXOG +
51013 10 99205774 EXOSC1 -
5394 1 11159938 EXOSC10 -
23404 9 133569108 EXOSC2 +
51010 9 37801434 EXOSC3 -
54512 8 145133529 EXOSC4 +
56915 19 41903384 EXOSC5 -
118460 16 70285833 EXOSC6 -
23016 3 45016733 EXOSC7 +
11340 13 37572953 EXOSC8 +
5393 4 122722472 EXOSC9 +
23086 11 108464465 EXPH5 -
2131 8 119124092 EXT1 -
2132 11 44117099 EXT2 +
2134 1 26346375 EXTL1 +
2135 1 101361554 EXTL2 -
2137 8 28457986 EXTL3 +
2138 8 72274467 EYA1 -
2139 20 45523263 EYA2 +
2140 1 28415207 EYA3 -
2070 6 133561736 EYA4 +
346007 6 66417118 EYS -
2145 17 40897071 EZH1 -
2146 7 148581413 EZH2 -
7430 6 159240444 EZR -
2159 13 113777128 F10 +
2160 4 187187099 F11 +
50848 1 160991138 F11R -
2161 5 176836577 F12 -
2162 6 6321246 F13A1 -
2165 1 197036397 F13B -
2147 11 46740730 F2 +
2149 5 76011868 F2R +
2150 5 76114758 F2RL1 +
2151 5 75919259 F2RL2 -
9002 19 16999671 F2RL3 +
2152 1 95007356 F3 -
2153 1 169555826 F5 -
2155 13 113760105 F7 +
79152 16 74808729 FA2H -
2166 1 46859937 FAAH +
2168 2 88427635 FABP1 -
646486 8 82443613 FABP12 -
2169 4 120243545 FABP2 -
2170 1 31849697 FABP3 -
2167 8 82395498 FABP4 -
2171 8 82192598 FABP5 +
2172 5 159614374 FABP6 +
2173 6 123100620 FABP7 +
646480 8 82373814 FABP9 -
8772 11 70049269 FADD +
3992 11 61596790 FADS1 -
9415 11 61560452 FADS2 +
3995 11 61659523 FADS3 -
283985 17 72889708 FADS6 -
11124 1 51425935 FAF1 -
23197 5 175874629 FAF2 +
2184 15 80444832 FAH +
81889 16 1876968 FAHD1 +
51011 2 96068469 FAHD2A +
151313 2 97760619 FAHD2B -
55179 3 138327448 FAIM +
23017 12 50298000 FAIM2 -
144347 12 124457788 FAM101A +
359845 17 295730 FAM101B -
399665 9 130742792 FAM102A -
284611 1 109102711 FAM102B +
83640 15 83654959 FAM103A1 +
84923 17 71232892 FAM104A -
54491 5 14581884 FAM105A +
11170 3 58613337 FAM107A -
83641 10 14816896 FAM107B -
144717 12 111806925 FAM109A -
150368 22 42470255 FAM109B +
83541 20 814358 FAM110A +
90362 8 58907068 FAM110B +
642273 2 46870 FAM110C -
79927 1 26485511 FAM110D +
63901 11 58910221 FAM111A +
374393 11 58874658 FAM111B +
92689 4 38869298 FAM114A1 +
10827 5 153418496 FAM114A2 -
81558 17 47866542 FAM117A -
150864 2 203499901 FAM117B +
55007 22 45704849 FAM118A +
79607 11 126081309 FAM118B +
23196 9 96214004 FAM120A +
158293 9 96215874 FAM120AOS -
84498 6 170599791 FAM120B +
116224 9 71394964 FAM122A +
220108 13 51796503 FAM124A +
79843 2 225266802 FAM124B -
84668 7 23053749 FAM126A -
285172 2 201936394 FAM126B -
116496 1 184943682 FAM129A -
64855 9 130341268 FAM129B -
199786 19 17634110 FAM129C +
131408 3 184053714 FAM131A +
9715 7 143059863 FAM131B -
348487 1 16400127 FAM131C -
388581 1 1182102 FAM132A -
151176 2 239067623 FAM132B +
257415 7 92219708 FAM133B -
79137 2 220040947 FAM134A +
54463 5 16617167 FAM134B -
162427 17 40762641 FAM134C -
57579 6 71122644 FAM135A +
51059 8 139509065 FAM135B -
84908 2 70529222 FAM136A -
10144 4 90032549 FAM13A -
51306 5 137387650 FAM13B -
220965 10 61122939 FAM13C -
25854 4 187025573 FAM149A +
317662 10 74927924 FAM149B1 +
389658 8 53478067 FAM150A -
285016 2 288851 FAM150B -
338094 1 55089229 FAM151A -
167555 5 79783788 FAM151B +
285596 5 177210399 FAM153A -
202134 5 175487692 FAM153B +
728215 13 108519083 FAM155A -
348378 1 53099016 FAM159A +
100132916 5 63986135 FAM159B +
729830 4 152330368 FAM160A1 +
84067 11 6255941 FAM160A2 -
57700 10 116581503 FAM160B1 +
64760 8 21946670 FAM160B2 +
84140 2 62081278 FAM161A -
145483 14 74417117 FAM161B -
26355 3 122103023 FAM162A +
221303 6 117086886 FAM162B -
148753 1 179712298 FAM163A +
642968 9 136451319 FAM163B -
401565 9 140142222 FAM166A -
730112 9 35563896 FAM166B -
83648 8 11332224 FAM167A -
84734 1 32712834 FAM167B +
23201 11 73309234 FAM168A -
130074 2 131851033 FAM168B -
26049 5 74162776 FAM169A -
283777 15 99057611 FAM169B -
340069 5 118965254 FAM170A +
170370 10 50342053 FAM170B -
221061 10 15413061 FAM171A1 -
284069 17 42441243 FAM171A2 -
165215 2 187558698 FAM171B +
83989 5 93447404 FAM172A -
65990 16 770581 FAM173A +
134145 5 10250009 FAM173B -
345757 5 99871009 FAM174A +
400451 15 93353114 FAM174B -
84142 4 84444501 FAM175A -
23172 10 126490354 FAM175B +
283635 14 35514113 FAM177A1 +
400823 1 222910549 FAM177B +
55719 10 102672326 FAM178A +
51252 2 97684175 FAM178B -
165186 2 29179477 FAM179A +
23116 14 45431411 FAM179B +
389558 7 135433594 FAM180A -
399888 11 47608198 FAM180B +
90050 14 94385240 FAM181A +
220382 11 82444906 FAM181B -
440585 1 43610824 FAM183A +
79632 6 119470552 FAM184A -
27146 4 17783135 FAM184B -
222234 7 102389418 FAM185A +
121006 12 50790405 FAM186A -
84070 12 49999422 FAM186B -
148109 19 35719632 FAM187B -
80013 10 15902519 FAM188A -
84182 7 30811033 FAM188B +
23359 15 29862927 FAM189A1 -
9413 9 71939488 FAM189A2 +
10712 1 155225274 FAM189B -
80011 16 57220028 FAM192A -
8603 4 2626988 FAM193A +
54540 5 176981542 FAM193B -
84331 16 691813 FAM195A +
348262 17 79791178 FAM195B -
642938 10 128994422 FAM196A -
100131897 5 169407744 FAM196B -
729085 3 43020759 FAM198A +
51313 4 159094470 FAM198B -
407738 3 68053359 FAM19A1 +
338811 12 62672931 FAM19A2 -
284467 1 113263041 FAM19A3 +
151647 3 68981761 FAM19A4 -
25817 22 48885272 FAM19A5 +
221786 7 99156159 FAM200A -
285550 4 15683285 FAM200B +
63877 10 120101840 FAM204A -
259308 9 34729464 FAM205A -
54942 9 111696461 FAM206A +
85395 21 46359925 FAM207A +
23272 3 56717265 FAM208A -
54906 10 5726801 FAM208B +
200232 20 55092243 FAM209A +
388799 20 55108302 FAM209B +
54757 17 66597530 FAM20A -
9917 1 178994939 FAM20B +
56975 7 192969 FAM20C +
125228 18 13726662 FAM210A -
116151 20 54933971 FAM210B +
389119 3 49840687 FAM212A +
55924 1 112298446 FAM212B -
84293 10 82167585 FAM213A +
127281 1 2517930 FAM213B +
56204 15 53002014 FAM214A -
80256 9 35116338 FAM214B -
29902 12 110906169 FAM216A +
144809 13 43355686 FAM216B +
222826 6 4087578 FAM217A -
63939 20 58508819 FAM217B +
152756 4 165878100 FAM218A +
203259 9 34458568 FAM219A -
57184 15 75199462 FAM219B -
387680 10 51827648 FAM21A +
253725 10 46222648 FAM21C +
84792 7 6388612 FAM220A -
340277 7 23719749 FAM221A +
392307 9 35828744 FAM221B -
84915 12 110152033 FAM222A +
55731 17 27182250 FAM222B -
646851 22 39052634 FAM227A -
196951 15 49913128 FAM227B -
653140 2 24397938 FAM228A +
375190 2 24299396 FAM228B +
100128071 1 32829879 FAM229A -
619208 6 112408802 FAM229B +
653203 22 20692438 FAM230A +
729574 1 16999498 FAM231A +
100133301 1 16865561 FAM231B +
118670 10 124670217 FAM24A +
196792 10 124639157 FAM24B -
643161 10 88780063 FAM25A +
644054 10 49207818 FAM25C -
100133093 10 48247669 FAM25G -
221301 6 116850174 FAM26D +
254228 6 116832809 FAM26E +
441168 6 116782533 FAM26F +
26017 19 16296191 FAM32A +
54537 10 88853918 FAM35A +
54097 21 42676139 FAM3B +
10447 7 121036418 FAM3C -
131177 3 58652575 FAM3D -
131583 3 194406622 FAM43A +
163933 1 20878932 FAM43B +
404636 10 120863598 FAM45A +
55603 6 82462491 FAM46A -
115572 1 27339327 FAM46B -
54855 1 118148556 FAM46C +
100129583 4 77135193 FAM47E +
81553 2 16847599 FAM49A -
51571 8 131029375 FAM49B -
26240 6 3849620 FAM50B +
152877 4 1686029 FAM53A -
9679 10 126432838 FAM53B -
51307 5 137667624 FAM53C +
79850 17 635652 FAM57A +
83723 16 30064299 FAM57B -
58516 12 31479992 FAM60A -
55793 1 150980851 FAM63A -
54629 15 59063391 FAM63B +
54478 17 6347735 FAM64A +
79567 16 67552321 FAM65A +
9750 6 25042238 FAM65B -
140876 20 49308065 FAM65C -
388650 1 93427057 FAM69A -
138311 9 139607022 FAM69B +
125704 18 72125179 FAM69C -
149647 1 212797789 FAM71A +
153745 5 156593275 FAM71B -
196472 12 100041531 FAM71C +
161142 14 67656110 FAM71D +
112703 19 50980010 FAM71E1 -
284418 19 55874628 FAM71E2 -
84691 7 128349115 FAM71F1 +
346653 7 128312342 FAM71F2 +
729533 1 206136916 FAM72A -
653820 1 120837756 FAM72B -
554282 1 149459549 FAM72C -
728833 1 143913143 FAM72D +
374986 1 78245309 FAM73A +
84895 9 131798900 FAM73B +
199870 1 28052490 FAM76A +
143684 11 95523573 FAM76B -
286336 9 134151934 FAM78A -
149297 1 166136206 FAM78B -
145773 15 59664892 FAM81A +
153643 5 94727048 FAM81B +
84985 8 124191200 FAM83A +
222584 6 54711569 FAM83B +
128876 20 33880204 FAM83C -
81610 20 37554955 FAM83D +
54854 19 49118111 FAM83E -
113828 22 40390953 FAM83F +
644815 17 18908117 FAM83G -
286077 8 144815971 FAM83H -
151354 2 14772810 FAM84A +
157638 8 127570638 FAM84B -
85002 8 12051642 FAM86B1 -
653333 8 12293915 FAM86B2 -
55199 11 71498556 FAM86C1 +
375061 1 231175992 FAM89A -
23625 11 65339820 FAM89B +
51439 6 17600586 FAM8A1 +
55138 12 8380214 FAM90A1 -
157769 8 124780696 FAM91A1 +
137392 8 94710789 FAM92A1 +
339145 16 85146114 FAM92B -
84191 15 64386217 FAM96A -
51647 16 66968326 FAM96B -
25940 2 33824449 FAM98A -
283742 15 38746328 FAM98B +
147965 19 38893775 FAM98C +
22909 15 31196055 FAN1 +
2175 16 89883065 FANCA -
2176 9 98079991 FANCC -
2177 3 10068098 FANCD2 +
115795 3 10149915 FANCD2OS -
2178 6 35420138 FANCE +
2188 11 22647387 FANCF -
2189 9 35080013 FANCG -
55215 15 89787180 FANCI +
55120 2 58468507 FANCL -
57697 14 45605143 FANCM +
92565 10 127585108 FANK1 +
2191 2 163101661 FAP -
84188 11 13690217 FAR1 +
55711 12 29302036 FAR2 +
10160 13 98794816 FARP1 +
9855 2 242295658 FARP2 +
10667 6 5261277 FARS2 +
2193 19 13044851 FARSA -
10056 2 223521056 FARSB -
355 10 90750414 FAS +
356 1 172628154 FASLG +
2194 17 80056208 FASN -
10922 7 150777953 FASTK -
79675 2 170430385 FASTKD1 -
22868 2 207630081 FASTKD2 +
79072 5 7869150 FASTKD3 -
60493 20 3140543 FASTKD5 -
2195 4 187647876 FAT1 -
2196 5 150948505 FAT2 -
120114 11 92085262 FAT3 +
79633 4 126237554 FAT4 +
2197 11 64889945 FAU -
84553 6 99797938 FAXC -
10826 5 154238812 FAXDC2 -
85302 17 73937221 FBF1 -
2091 19 40337054 FBL -
54751 1 16083102 FBLIM1 +
2192 22 45898118 FBLN1 +
2199 3 13573824 FBLN2 +
10516 14 92414331 FBLN5 -
129804 2 112895962 FBLN7 +
2200 15 48938046 FBN1 -
2201 5 127994878 FBN2 -
84467 19 8214730 FBN3 -
2203 9 97402531 FBP1 -
8789 9 97356075 FBP2 -
64319 16 30669752 FBRS +
57666 12 133066137 FBRSL1 +
54850 19 9938492 FBXL12 -
222235 7 102715286 FBXL13 -
144699 12 1703331 FBXL14 -
79176 10 104178946 FBXL15 +
146330 16 755829 FBXL16 -
64839 5 107717799 FBXL17 -
80028 7 5553429 FBXL18 -
54620 16 30934376 FBXL19 +
25827 3 33318517 FBXL2 +
84961 17 37558776 FBXL20 -
283807 15 63889552 FBXL22 +
26224 13 77601330 FBXL3 -
26235 6 99395849 FBXL4 -
26234 4 15683302 FBXL5 -
26233 8 145583036 FBXL6 -
23194 5 15500305 FBXL7 +
55336 16 67193834 FBXL8 +
26267 9 37588871 FBXO10 -
80204 2 48132932 FBXO11 -
201456 18 71815100 FBXO15 -
157574 8 28347835 FBXO16 -
115290 19 39466550 FBXO17 -
84893 10 5931535 FBXO18 +
26232 1 11715842 FBXO2 -
23014 12 117628336 FBXO21 -
26263 15 76196200 FBXO22 +
26261 7 100181605 FBXO24 +
26260 8 356428 FBXO25 +
126433 19 39523425 FBXO27 -
23219 1 224301789 FBXO28 +
26273 11 33796089 FBXO3 -
84085 6 146135889 FBXO30 -
79791 16 87425748 FBXO31 -
114907 8 124553446 FBXO32 -
254170 14 39901704 FBXO33 -
55030 14 55738021 FBXO34 +
130888 2 230787018 FBXO36 +
81545 5 147763498 FBXO38 +
162517 17 6679542 FBXO39 +
26272 5 41925356 FBXO4 +
51725 3 121311966 FBXO40 +
150726 2 73511559 FBXO41 -
54455 1 16678949 FBXO42 -
286151 8 101158028 FBXO43 -
93611 1 11714432 FBXO44 +
200933 3 196295482 FBXO45 +
23403 19 46234162 FBXO46 -
494188 17 37123655 FBXO47 -
554251 2 68694390 FBXO48 -
26271 6 153304714 FBXO5 -
26270 1 11724181 FBXO6 +
25793 22 32870663 FBXO7 +
26269 4 175205415 FBXO8 -
26268 6 52916789 FBXO9 +
10517 17 18647326 FBXW10 +
23291 5 171433877 FBXW11 -
285231 3 48413709 FBXW12 +
26190 9 123555690 FBXW2 -
6468 10 103455052 FBXW4 -
54461 9 139839148 FBXW5 -
55294 4 153457253 FBXW7 -
26259 12 117348761 FBXW8 +
84261 19 12807457 FBXW9 -
83953 1 207143970 FCAMR -
2204 19 55385704 FCAR +
2205 1 159259504 FCER1A +
2207 1 161185024 FCER1G +
2208 19 7767032 FCER2 -
51077 14 75179847 FCF1 +
8857 19 40440533 FCGBP -
2209 1 149754227 FCGR1A +
2210 1 120935937 FCGR1B +
2212 1 161475220 FCGR2A +
2213 1 161551101 FCGR2B +
2214 1 161600917 FCGR3A -
2215 1 161601753 FCGR3B -
2217 19 50010073 FCGRT +
23149 19 17858527 FCHO1 +
115548 5 72251808 FCHO2 +
89848 5 141030986 FCHSD1 -
9873 11 72853306 FCHSD2 -
2219 9 137809809 FCN1 -
2220 9 137772654 FCN2 +
8547 1 27701315 FCN3 -
115350 1 157789895 FCRL1 -
79368 1 157746922 FCRL2 -
115352 1 157670647 FCRL3 -
83417 1 157567870 FCRL4 -
83416 1 157522310 FCRL5 -
343413 1 159770301 FCRL6 +
84824 1 161676762 FCRLA +
127943 1 161691353 FCRLB +
260436 4 71091788 FDCSP +
2222 8 11653082 FDFT1 +
2224 1 155278539 FDPS +
2230 11 110300607 FDX1 +
112812 19 10426691 FDX1L -
91893 11 111751967 FDXACB1 -
2232 17 72869156 FDXR -
2235 18 55254004 FECH -
55527 19 4791728 FEM1A +
10116 15 68570141 FEM1B +
56929 5 114880591 FEM1C -
2237 11 61560109 FEN1 +
2241 5 108083523 FER +
654463 8 124864227 FER1L6 +
222894 7 19185044 FERD3L -
55612 20 6104191 FERMT1 -
10979 14 53419153 FERMT2 -
83706 11 63974150 FERMT3 +
2242 15 91426925 FES +
26998 3 186353758 FETUB +
54738 2 219850379 FEV -
9638 11 125366213 FEZ1 -
9637 2 36873230 FEZ2 -
389549 7 121950745 FEZF1 -
55079 3 62359999 FEZF2 -
2864 19 35842445 FFAR1 +
2867 19 35934809 FFAR2 +
2865 19 35849362 FFAR3 +
338557 10 95326422 FFAR4 +
2243 4 155511918 FGA -
2244 4 155484108 FGB +
221472 6 36973422 FGD2 +
89846 9 95709733 FGD3 +
121512 12 32552463 FGD4 +
152273 3 14860469 FGD5 +
55785 12 95611258 FGD6 -
2246 5 142077617 FGF1 -
2255 5 44389808 FGF10 -
2256 17 7341592 FGF11 +
2257 3 192485553 FGF12 -
2259 13 103054124 FGF14 -
8822 8 21899909 FGF17 +
8817 5 170846660 FGF18 +
9965 11 69519410 FGF19 -
2247 4 123747863 FGF2 +
26281 8 16859690 FGF20 -
26291 19 49258816 FGF21 +
27006 19 639879 FGF22 +
8074 12 4488894 FGF23 -
2248 11 69633792 FGF3 -
2249 11 69590171 FGF4 -
2250 4 81187753 FGF5 +
2251 12 4554780 FGF6 -
2252 15 49715293 FGF7 +
2253 10 103535854 FGF8 -
2254 13 22245522 FGF9 +
9982 4 15940363 FGFBP1 -
83888 4 15970932 FGFBP2 -
143282 10 93669240 FGFBP3 -
2260 8 38326352 FGFR1 -
11116 6 167412670 FGFR1OP +
26127 12 27091316 FGFR1OP2 +
2263 10 123357972 FGFR2 -
2261 4 1795034 FGFR3 +
2264 5 176513887 FGFR4 +
53834 4 1003724 FGFRL1 +
2266 4 155534119 FGG -
55277 1 59762310 FGGY +
2267 8 17767874 FGL1 -
10875 7 76829143 FGL2 -
2268 1 27961788 FGR -
2271 1 241683061 FH -
114827 1 15573768 FHAD1 +
85462 4 153857504 FHDC1 +
2272 3 61237133 FHIT -
2274 2 106054970 FHL2 -
2275 1 38471278 FHL3 -
9457 6 97010424 FHL5 +
29109 16 67281561 FHOD1 -
80206 18 33877677 FHOD3 +
84929 9 133814673 FIBCD1 -
387758 11 27015628 FIBIN +
9158 11 65656010 FIBP -
11153 12 108908962 FICD +
9896 6 110012499 FIG4 +
344018 2 71017775 FIGLA -
55137 2 164592522 FIGN -
63979 7 50518088 FIGNL1 -
27145 6 76203454 FILIP1 -
11259 3 99833357 FILIP1L -
81608 4 54243810 FIP1L1 +
51024 7 100895597 FIS1 -
161247 14 24600484 FITM1 +
128486 20 42939809 FITM2 -
84922 19 56113336 FIZ1 -
24147 11 35639735 FJX1 +
60681 17 39968932 FKBP10 +
51303 12 49320257 FKBP11 -
55033 7 30066300 FKBP14 -
23307 9 115983641 FKBP15 -
2280 20 1373806 FKBP1A -
2281 2 24272571 FKBP1B +
2286 11 64008475 FKBP2 +
2287 14 45604522 FKBP3 -
2288 12 2904119 FKBP4 +
2289 6 35696360 FKBP5 -
8468 7 72742167 FKBP6 +
51661 2 179343327 FKBP7 -
23770 19 18654887 FKBP8 -
11328 7 32997017 FKBP9 +
63943 6 32098068 FKBPL -
79147 19 47249303 FKRP +
2218 9 108320411 FKTN +
80308 1 154955814 FLAD1 +
201163 17 17140502 FLCN -
2312 1 152297679 FLG -
388698 1 152332482 FLG2 -
2313 11 128556430 FLI1 +
2314 17 18162230 FLII -
2317 3 57994127 FLNB +
2318 7 128470431 FLNC +
10211 6 30710510 FLOT1 -
2319 17 27224697 FLOT2 -
23769 11 63870660 FLRT1 +
23768 14 85996488 FLRT2 +
23767 20 14318262 FLRT3 -
2321 13 29069265 FLT1 -
2322 13 28674729 FLT3 -
2323 19 49977464 FLT3LG +
2324 5 180076624 FLT4 -
28982 1 213031597 FLVCR1 +
55640 14 76044960 FLVCR2 +
84256 16 2961938 FLYWCH1 +
114984 16 2933187 FLYWCH2 +
342184 15 33486897 FMN1 -
56776 1 240177648 FMN2 +
752 17 43298811 FMNL1 +
114793 2 153191751 FMNL2 +
91010 12 50101948 FMNL3 -
2326 1 171217638 FMO1 +
2327 1 171154347 FMO2 +
2328 1 171060018 FMO3 +
2329 1 171283347 FMO4 +
2330 1 146714700 FMO5 -
2331 1 203320617 FMOD -
2335 2 216300895 FN1 -
64122 17 80693451 FN3K +
79672 17 80674559 FN3KRP +
23048 9 132805473 FNBP1 -
54874 1 93913688 FNBP1L +
23360 11 47788995 FNBP4 -
84624 6 159590429 FNDC1 +
22862 13 49550048 FNDC3A +
64778 3 171757418 FNDC3B +
64838 2 27718112 FNDC4 -
252995 1 33338083 FNDC5 -
163479 1 109255279 FNDC7 +
54752 17 33448598 FNDC8 +
408263 5 156772729 FNDC9 -
96459 5 131132710 FNIP1 -
57600 4 159690290 FNIP2 +
2339 8 42889337 FNTA +
2342 14 65381203 FNTB +
54914 9 20658308 FOCAD +
2346 11 49230222 FOLH1 -
2348 11 71900602 FOLR1 +
2350 11 71927645 FOLR2 +
2352 11 71825915 FOLR3 +
123811 16 15982482 FOPNL -
2353 14 75745477 FOS +
2354 19 45971253 FOSB +
8061 11 65668044 FOSL1 -
2355 2 28615315 FOSL2 +
3169 14 38069245 FOXA1 -
3170 20 22566093 FOXA2 -
3171 19 46367247 FOXA3 +
27023 15 60296421 FOXB1 +
442425 9 79634571 FOXB2 +
2296 6 1610681 FOXC1 +
2303 16 86600857 FOXC2 +
2297 5 72744352 FOXD1 -
2306 1 47901689 FOXD2 +
27022 1 63788730 FOXD3 +
2298 9 118417 FOXD4 -
200350 2 114256661 FOXD4L1 +
286380 9 70917276 FOXD4L3 +
349334 9 70429731 FOXD4L4 +
653427 9 70178815 FOXD4L5 -
653404 9 69202204 FOXD4L6 -
2304 9 100615536 FOXE1 +
2301 1 47881744 FOXE3 +
2294 16 86544133 FOXF1 +
2295 6 1390069 FOXF2 +
2290 14 29235050 FOXG1 +
8928 8 145701718 FOXH1 -
2299 5 169532901 FOXI1 +
399823 10 129535499 FOXI2 +
2302 17 74137380 FOXJ1 -
55810 12 8185299 FOXJ2 +
22887 1 42801548 FOXJ3 -
221937 7 4683388 FOXK1 +
